Accountability score,Charity name,Charity url,City,Organization type
100,Village Missions,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4694,Dallas,Religion
89,World Servants,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5583,Richfield,Religion
85,New Hope Uganda Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7503,Belle Fourche,Religion
84,Mission Year,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14488,Chicago,Religion
97,Every Generation Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14080,Temecula,Religion
96,Franciscan Foundation for the Holy Land,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8460,Washington,Religion
78,The Mailbox Club,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15107,Valdosta,Religion
92,ASAP Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6991,Berrien Springs,Religion
89,Crossroads Prison Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11267,Grand Rapids,Religion
93,YUGO Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7505,Rancho Cucamonga,Religion
73,Sixth & I,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13681,Washington,Religion
48,Gateways,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14087,Monsey,Religion
85,Rocketown of Middle Tennessee,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14563,Nashville,Religion
85,YouthFront,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8479,Kansas City,Religion
85,Stonecroft Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7046,Overland Park,Religion
55,Ransomed Heart Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14100,Colorado Springs,Religion
85,Interfaith Youth Core,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14096,Chicago,Religion
51,Scripture Memory Mountain Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7246,Emmalena,Religion
63,Messianic Jewish Bible Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12658,Dallas,Religion
70,Crescent Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11705,Indianapolis,Religion
100,Paraclete Mission Group,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13528,Colorado Springs,Religion
77,Mile High Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15949,Denver,Religion
73,Lausanne Committee for World Evangelization,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14106,Orlando,Religion
82,Downline Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14124,Memphis,Religion
81,Nashville Inner City Ministry,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9634,Nashville,Religion
81,The Interfaith Center of New York,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6028,New York,Religion
70,World Bible School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14111,Cedar Park,Religion
74,Aish New York,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4993,New York,Religion
100,International Messengers,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9515,Clear Lake,Religion
100,Hebrew Free Burial Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10689,New York,Religion
85,City Impact,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16461,Lincoln,Religion
93,Prison Fellowship International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8481,Washington,Religion
100,InterVarsity Christian Fellowship/USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3905,Madison,Religion
63,Zion's Hope,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13212,Winter Garden,Religion
82,Drisha Institute for Jewish Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9364,New York,Religion
81,Family Matters,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14236,Scottsdale,Religion
86,EQUIP,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5215,Duluth,Religion
63,Koinonia House,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10950,Post Falls,Religion
66,The Gathering,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12201,Orlando,Religion
77,Open Air Campaigners-USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9832,Nazareth,Religion
85,Awana,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3334,Streamwood,Religion
63,Victory Ministries of Alaska,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8504,Wasilla,Religion
89,Urban Youth Impact,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13926,West Palm Beach,Religion
73,China Outreach Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16469,Mechanicsburg,Religion
100,Global Scholars,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8029,Overland Park,Religion
85,Harvard Hillel,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14126,Cambridge,Religion
46,Harrison International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6334,Tulsa,Religion
46,Pray America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9029,Lansing,Religion
96,Entrust,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6259,Colorado Springs,Religion
97,Resourcing Christian Education International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14064,Wheaton,Religion
28,Evangelism Missions Inc.,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9618,Thorsby,Religion
70,CSB Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7816,Hamburg,Religion
63,Winning At Home,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15200,Zeeland,Religion
89,Chosen Children Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14448,Inman,Religion
58,Activated Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10184,Escondido,Religion
89,Life International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14420,Grand Rapids,Religion
62,Arctic Barnabas Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14139,Kenai,Religion
93,Episcopal Church Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4940,New York,Religion
96,International Christian Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9636,Bakersfield,Religion
93,Vision New England,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4873,Sanford,Religion
82,Support Our Aging Religious,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7848,Wasington,Religion
70,Immaculate Heart Community,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11452,Los Angeles,Religion
89,Go Ye Fellowship,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7504,Monrovia,Religion
100,DiscipleMakers,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6879,State College,Religion
70,India National Inland Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11756,Forest,Religion 
48,Ohr Somayach International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4257,Brooklyn,Religion 
85,MEOR,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12809,New York,Religion 
78,Strategic Resource Group,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14150,Easton,Religion 
74,In Touch Mission International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7439,Tempe,Religion 
63,Elam,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12187,Alpharetta,Religion 
47,American Friends of Chabad of Thailand,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14119,Port Washington,Religion 
70,Girls' Town/Or Chadash,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4933,Brooklyn,Religion 
100,African Enterprise,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5857,Spokane,Religion 
93,Project MedSend,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7891,Stratford,Religion 
100,Advancing Native Missions,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3216,Charlottesville,Religion 
51,Torah Schools for Israel,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7760,Brooklyn,Religion 
89,Mission Eurasia,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4317,Wheaton,Religion 
66,Reaching Indians Ministries International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12564,Lindenhurst,Religion 
59,Yad L'Achim Peyle Israel,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10029,New York,Religion 
74,Heart to Honduras,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5590,Xenia,Religion 
81,Khyentse Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14152,San Francisco,Religion 
100,Langham Partnership,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7649,Cave Creek,Religion 
92,United Board for Christian Higher Education in Asia,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9883,New York,Religion 
85,Jewish Agency for Israel-North American Council,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17133,New York,Religion 
78,World Outreach Ministry Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7399,Bonney Lake,Religion 
69,Catholic Foundation of Maine,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14121,Portland,Religion 
89,Ohr Torah Stone Colleges and Graduate Programs,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4258,New York,Religion 
96,The Outreach Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4287,Franklin,Religion 
66,Gospelink,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11618,Lynchburg,Religion 
100,Prison Fellowship Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13383,Lansdowne,Religion 
85,Ukrainian Catholic Education Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5275,Chicago,Religion 
81,Ambassadors for Christ International Ltd.,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14117,Lilburn,Religion 
96,Bright Hope International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5103,Hoffman Estates,Religion 
100,Persecution Project Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8803,Culpeper,Religion 
44,Vaad Harabbanim L'Inyanei Tzeduka,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13470,Lakewood,Religion 
100,Solid Rock International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10253,Indianapolis,Religion 
70,New Life Advance International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13026,Stafford,Religion 
67,American Friends of Rabbinical College of Telzstone,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13458,Lakewood,Religion 
59,Vaad L'Hatzolas Nidchei Yisroel,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5985,Spring Valley,Religion 
55,Hombre Nuevo,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15938,El Monte,Religion
62,VSS Catholic Communications,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14132,Omaha,Religion
100,Ramesh Richard Evangelism and Church Health,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7324,Dallas,Religion
81,Answers in Genesis,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5214,Petersburg,Religion
86,Dare 2 Share Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9714,Arvada,Religion
75,Catholic Answers,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11554,El Cajon,Religion
82,Heart of the Nation Catholic Mass,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14311,Milwaukee,Religion
81,WRVM,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15765,Suring,Religion
96,Precept Ministries International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4352,Chattanooga,Religion
100,Living on the Edge,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12981,Duluth,Religion
93,Keys for Kids Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12800,Grand Rapids,Religion
78,Roever Evangelistic Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5870,Fort Worth,Religion
81,Christ for all Nations,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4392,Orlando,Religion
82,Oral Roberts Evangelistic Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4272,Tulsa,Religion
62,Great Plains Christian Radio,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12122,Meade,Religion
58,Renewal Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5298,Ann Arbor,Religion
78,Touching Lives,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10824,Duluth,Religion
85,Sojourners,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6867,Washington,Religion
52,Radio Nueva Vida,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9108,Camarillo,Religion
100,Audio Scripture Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9419,Holland,Religion
100,Changed Lives,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3351,Chattanooga,Religion
51,Life-Study Fellowship,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7565,Darien,Religion
96,Quiet Hour Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5888,Redlands,Religion
81,Stand to Reason,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10863,Signal Hill,Religion
82,Fatima Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15689,Constable,Religion
96,Jewish Voice Ministries International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7371,Phoenix,Religion
81,JOY FM Radio,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13674,Des Peres,Religion
70,Light Bearers Ministry,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6409,Jasper,Religion
51,Christian Educational Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7327,Whitehouse,Religion
96,Zola Levitt Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4798,Dallas,Religion
67,Praise Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15797,O'Neill,Religion
81,Faith Radio,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9644,Montgomery,Religion
100,Ligonier Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5173,Sanford,Religion
52,Creative Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14094,Manheim,Religion
59,Truth for Today World Mission School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7284,Searcy,Religion
89,Right From The Heart Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10088,Marietta,Religion
96,Leading The Way with Dr. Michael Youssef,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5539,Atlanta,Religion
85,WEEC,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6889,Xenia,Religion
71,D. James Kennedy Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3570,Fort Lauderdale,Religion
93,Ron Hutchcraft Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5074,Harrison,Religion
63,Radio VisiÃ³n Cristiana,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4380,Paterson,Religion
74,J103,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9637,Chattanooga,Religion
63,Evangelistic Outreach Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6857,New Boston,Religion
74,Unity Productions Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12518,Potomac Falls,Religion
73,In Touch Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3859,Atlanta,Religion
74,Point of View Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3887,Dallas,Religion
100,Lutheran Bible Translators,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4083,Concordia,Religion
82,Proverbs 31 Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15838,Matthews,Religion
97,Ravi Zacharias International Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4385,Alpharetta,Religion
67,Promise Keepers,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4369,Denver,Religion
100,Hosanna/Faith Comes By Hearing,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6394,Albuquerque,Religion
55,GOD TV,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15866,Overland Park,Religion
82,Haven Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8731,Riverside,Religion
96,Family Life Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9219,Bath,Religion
55,Sword of the Lord,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5247,Murfreesboro,Religion
74,CatholicTV,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9325,Watertown,Religion
75,Chofetz Chaim Heritage Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9346,Suffern,Religion
93,KSBJ Educational Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9073,Humble,Religion
86,World Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14415,Comstock Park,Religion
82,Thru the Bible Radio Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4564,Pasadena,Religion
82,Good News Radio,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9441,Redlands,Religion
100,The Dawson McAllister Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8859,Spring Hill,Religion
66,Hawaiian Islands Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7938,Honolulu,Religion
55,Jack Van Impe Ministries International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3913,Troy,Religion
74,Ave Maria Radio,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14091,Ann Arbor,Religion
89,Back to the Bible,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3762,Lincoln,Religion
100,Andrew Wommack Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6388,Colorado Springs,Religion
89,The Urban Alternative,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7320,Dallas,Religion
100,Lutheran Heritage Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9505,Macomb,Religion
74,Good News,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6945,The Woodlands,Religion
67,Christian Research Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5077,Charlotte,Religion
66,Al-Furqaan Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16362,Bolingbrook,Religion
63,Bible Broadcasting Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3361,Charlotte,Religion
85,The Christophers,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4532,New York,Religion
82,Mesorah Heritage Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4921,Brooklyn,Religion
70,Loving Grace Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7091,Lafayette,Religion
100,Crown Financial Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3501,Knoxville,Religion
78,World Radio Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9077,Pharr,Religion
28,Bibles for America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14115,Irvine,Religion
77,In Touch Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13682,Atlanta,Religion
74,From His Heart Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17107,Texarkana,Religion
89,Grace to You,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5877,Valencia,Religion
93,Basic Gospel,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9691,Lewisville,Religion
82,Love Worth Finding,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4021,Memphis,Religion
66,Family Stations,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3686,Alameda,Religion
93,Reasons To Believe,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5204,Covina,Religion
89,New Life Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6364,Laguna Beach,Religion
74,Our Daily Bread Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4387,Grand Rapids,Religion
32,Garner Ted Armstrong Evangelistic Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6363,Flint,Religion
70,Amazing Discoveries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15677,Blaine,Religion
92,World Missionary Press,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9475,New Paris,Religion
74,Immaculate Heart Radio,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7282,Loomis,Religion
86,Alliance of Confessing Evangelicals,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3232,Lancaster,Religion
63,Nextbook,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14097,New York,Religion
67,Edwin L. Hodges Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7265,Decatur,Religion
100,Pioneer Bible Translators,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6100,Dallas,Religion
47,The Station of the Cross,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14141,Williamsville,Religion
93,Luis Palau Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4027,Beaverton,Religion
55,Victory in Grace Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14137,Lake Zurich,Religion
51,Lifeword Media Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8421,Conway,Religion
92,Biblica,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3881,Colorado Springs,Religion
97,Family Life Communications,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12312,Tucson,Religion 
100,SAT-7,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5912,Easton,Religion 
70,Back to the Bible Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9058,Lincoln,Religion 
96,Bibles For The World,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5250,Colorado Springs,Religion 
96,Santa Fe Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4437,Santa Fe,Research and Public Policy
96,Mount Desert Island Biological Laboratory,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5954,Bar Harbor,Research and Public Policy
100,Cary Institute of Ecosystem Studies,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3873,Millbrook,Research and Public Policy
93,Woods Hole Oceanographic Institution,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4754,Woods Hole,Research and Public Policy
97,The Planetary Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7483,Pasadena,Research and Public Policy
85,Lowell Observatory,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9091,Flagstaff,Research and Public Policy
96,Institute of Noetic Sciences,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8237,Petaluma,Research and Public Policy
96,American Council for an Energy-Efficient Economy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12062,Washington,Research and Public Policy
89,Long Now Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16518,San Fransisco,Research and Public Policy
96,New York Academy of Sciences,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6720,New York,Research and Public Policy
92,The Rodale Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5133,Kutztown,Research and Public Policy
89,Mind & Life Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11950,Charlottesville,Research and Public Policy
85,Clean Air Task Force,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14157,Boston,Research and Public Policy
89,Mount Washington Observatory,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15100,North Conway,Research and Public Policy
96,Woods Hole Research Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5974,Falmouth,Research and Public Policy
89,XPRIZE Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9561,Culver City,Research and Public Policy
89,SETI Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5816,Mountain View,Research and Public Policy
66,The National Council for Science and the Environment,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13991,Washington,Research and Public Policy
100,Global Footprint Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12358,Oakland,Research and Public Policy
97,Physicians Committee for Responsible Medicine,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6633,Washington,Research and Public Policy
85,Marine Biological Laboratory,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4046,Woods Hole,Research and Public Policy
96,Carnegie Institution for Science,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3424,Washington,Research and Public Policy
89,APhA Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15477,Washington,Research and Public Policy
86,American Association for the Advancement of Science,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3239,Washington,Research and Public Policy
89,Botanical Research Institute of Texas,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14737,Fort Worth,Research and Public Policy
81,National Academy of Engineering Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6856,Washington,Research and Public Policy 
85,Social Venture Partners,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16077,Seattle,Research and Public Policy
85,American Constitution Society for Law and Policy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16491,Washington,Research and Public Policy
89,Tobin Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15668,Cambridge,Research and Public Policy
89,North Carolina Justice Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15829,Raleigh,Research and Public Policy
96,Woodrow Wilson International Center for Scholars,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6215,Washington,Research and Public Policy
89,Be the Change Inc.,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17146,Boston,Research and Public Policy
96,Alliance for Aging Research,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8961,Washington,Research and Public Policy
70,Center for Public Interest Research,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9328,Boston,Research and Public Policy
96,Tanenbaum Center for Interreligious Understanding,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11420,New York,Research and Public Policy
74,Washington Low Income Housing Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16074,Seattle,Research and Public Policy
93,Sightline Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6242,Seattle,Research and Public Policy
96,CLASP,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9420,Washington,Research and Public Policy
93,Middle East Forum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9450,Philadelphia,Research and Public Policy
96,Encore.org,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10479,San Francisco,Research and Public Policy
